# Code Map: tcart.js

## Module Overview

Файл tcart.js (9104 строки) — скомпилированный Babel-бандл модуля корзины покупок платформы **Tilda** (блок ST100 / t706). Содержит полный цикл работы корзины: инициализацию, управление товарами, скидки, промокоды, авторизацию через Members, восстановление потерянных корзин, отрисовку UI (иконка, sidebar, fullscreen), работу с формой заказа, доставку и сетевое взаимодействие с Tilda Store API. ~42% файла занимают Babel runtime helpers.

---

## Top-level Inventory

### IIFE / Модули

| Type | Name | Line |
|------|------|------|
| IIFE | `t_cart__useRootZone` | 3836 |
| IIFE (enum) | `TCartServerLocation` | 3854 |
| IIFE (enum) | `RequestDataFormat` | 4043 |
| IIFE (enum) | `ResponseDataFormat` | 4052 |
| IIFE | `t_store__useTranslation` | 4394 |
| IIFE | `t_cart__loadDiscountsHook` | 4940 |

### Основные переменные

| Name | Line |
**Responsibility:** Кастомные UI-элементы для доставки.

**Contains:** `TCartSelect` (кастомный dropdown select: `init`, `setValue`, `getValue`, `onChange`, `openDropdown`, `closeDropdown`)

**Dependencies:** DOM
**Side effects:** DOM (создание/модификация элементов), event listeners

---

### 🔧 Утилиты
**Responsibility:** Общие вспомогательные функции для модуля доставки.

**Contains:** `t_delivery__declensionOfNumber`, `t_delivery__showPrice`, `t_delivery__getDeliveryInputByKey`, `t_triggerEvent`, `t_delivery__replaceUnicode`, `t_delivery__loadJSFile`, `t_delivery__getRootZone`

**Dependencies:** нет внешних
**Side effects:** DOM (динамическая загрузка JS через `t_delivery__loadJSFile`)

---

### 🔧 Обработчики ошибок и автокомплит (window globals)
**Responsibility:** Экспорт в глобальную область видимости для использования внешними модулями.

**Contains:** `window.tcart__errorHandler`, `window.tcart__inputErrorHandler`, `window.t_delivery__autocompleteFields`, `window.t_delivery__lang`, `window.tcart__preloader`

**Dependencies:** DOM
**Side effects:** globals (`window.*`), DOM (отображение/скрытие ошибок)

---

## ⚠️ Unclear / Needs Review

1. **`tcart_newDelivery` (~3300 строк)** — гигантский монолитный объект. Детальная трассировка всех ~60 методов не выполнена; точная последовательность вызовов при `init()` требует пошагового анализа.
2. **`t_delivery__dict` (~500 строк)** — словарь на 13+ языков; точный список ключей и языков не полностью инвентаризирован.
3. **`window.window.tcart__inputErrorHandler`** — двойной `window.window`, вероятно баг минификации.
4. **Опечатка**: `t_cart__loadСountryСodes` — кириллические «С» вместо латинских «C».
5. **Жёстко закодированные URL**: `delivery.tildacdn.com`, `geoserv{zone}/api/`, `geocode-maps.yandex.ru` — эндпоинты доставки.
6. **Язык по умолчанию**: определяется через `window.t_delivery__browserLang` — должен быть установлен до загрузки скрипта; при отсутствии — поведение неясно.
7. **Кеширование в sessionStorage**: гео-запросы кешируются с префиксом `"t"` — точный формат ключа и TTL неясны.
8. **Взаимозависимость файлов**: tcart.js и tdelivery.js дублируют значительную часть кода (Babel helpers, сетевой слой, утилиты корзины). Неясно, загружаются ли они оба одновременно или взаимоисключающе.



# Code Map: tdelivery.js ## Module Overview Файл tdelivery.js (9407 строк) — скомпилированный Babel-бандл модуля **доставки** платформы Tilda. Ядром является объект `tcart_newDelivery` (~3300 строк), реализующий полный цикл оформления доставки: геолокация, автокомплит адресов через API, интеграция

pasted

Мне нужно для доставки с именем Ozon до пвз переопределить метод получения пвз, чтобы он обращался к моему апи-ендпоинту, и напиши тестовый код, который это сделает даже без запроса, просто чтобы протестировать теорию, что тильда это примет

2 апр.
Смотрю на карту кода, чтобы понять что и где переопределять.

По документу, tcart_newDelivery — это глобальный объект на window, а метод получения ПВЗ — getPickupList.

Вот тестовый патч, который:

Ждёт загрузки tcart_newDelivery
Переопределяет getPickupList только для Ozon
Возвращает заглушку — без реального запроса
javascript
(function patchOzonPickup() {
  const POLL_INTERVAL = 200;
  const MAX_ATTEMPTS = 50; // 10 секунд

  let attempts = 0;

  const interval = setInterval(() => {
    attempts++;

    if (attempts > MAX_ATTEMPTS) {
      clearInterval(interval);
      console.warn('[OzonPatch] tcart_newDelivery не появился за 10с');
      return;
    }

    if (!window.tcart_newDelivery) return;

    clearInterval(interval);
    applyPatch(window.tcart_newDelivery);
  }, POLL_INTERVAL);

  function applyPatch(delivery) {
    const original = delivery.getPickupList.bind(delivery);

    delivery.getPickupList = function (params) {
      // params — то, что Tilda передаёт внутри: обычно { service, city, ... }
      // Смотрим, Ozon ли это
      const serviceName = (params?.service ?? params?.type ?? '').toLowerCase();

      if (!serviceName.includes('ozon')) {
        // Не Ozon — пропускаем в оригинал
        return original(params);
      }

      console.log('[OzonPatch] Перехвачен getPickupList для Ozon, params:', params);

      // --- ЗАГЛУШКА ---
      // Tilda ожидает Promise, который резолвится в массив точек.
      // Формат точки взят из поведения tcart_newDelivery.mapAddPoints / renderServices
      return Promise.resolve([
        {
          id: 'test-pvz-001',
          name: 'Тестовый ПВЗ Ozon #1',
          address: 'г. Ростов-на-Дону, ул. Пушкина, 1',
          lat: 47.222078,
          lng: 39.720358,
          price: 0,
          days: 3,
        },
        {
          id: 'test-pvz-002',
          name: 'Тестовый ПВЗ Ozon #2',
          address: 'г. Ростов-на-Дону, пр. Ворошиловский, 50',
          lat: 47.218978,
          lng: 39.715200,
          price: 99,
          days: 2,
        },
      ]);
    };

    console.log('[OzonPatch] Патч применён ✓');
  }
})();
Что здесь происходит по кускам:

Polling вместо DOMContentLoaded — потому что tcart_newDelivery создаётся внутри IIFE в tdelivery.js, который грузится асинхронно после основного DOM. Ждём появления объекта на window.

bind(delivery) перед переопределением — сохраняем this оригинального метода, иначе внутри него сломается контекст (там везде this.something).

Проверка serviceName — params внутри getPickupList мне точно неизвестен без запуска (в карте кода он есть, но сигнатура не расписана). Поэтому я смотрю сразу несколько возможных полей. Запусти с console.log(params) и посмотри что реально приходит.

Promise.resolve([...]) — getPickupList судя по архитектуре (async объект, сетевые вызовы) возвращает Promise. Заглушка его имитирует.

Как тестировать:

Вставь в консоль браузера на странице с корзиной Tilda
Выбери доставку Ozon → ПВЗ
Смотри в консоль: появится ли [OzonPatch] Перехвачен... и что в params
Если Tilda упадёт с ошибкой — значит формат ответа не тот, и нужно будет подстроить структуру объектов в массиве под реальный формат. Это покажет стектрейс.

напиши что тебе нужно, чтобы я запросил это у другой нейронки

2 апр.
Мне нужен реальный формат params в getPickupList и формат ответа, который Tilda ожидает.

Попроси другую нейронку (или сам найди в коде) вот это:

1. Сигнатура getPickupList В tdelivery.js найди метод getPickupList внутри объекта tcart_newDelivery (строки ~5268–8574). Нужно:

Что передаётся в аргументах при вызове
Что делается с результатом (then(...) / await — что достаётся из ответа)
2. Метод mapAddPoints Он принимает список точек и рисует их на карте — по нему виден реальный формат объекта ПВЗ (какие поля обязательны).

3. Кто вызывает getPickupList Найди все места где написано getPickupList( — нужно видеть контекст вызова и что делают с промисом.

Если у тебя есть доступ к исходнику tdelivery.js — можешь просто скинуть мне эти ~50 строк вокруг getPickupList, я разберу сам.


Окей, пишу подробнее текстом. ПАРАМЕТРЫ getPickupList: Функция принимает один объект с полями: projectId — ID проекта на Tilda (число) postalCode — почтовый индекс города (строка, может быть "0" если нет) deliveryId — идентификатор сервиса доставки, выбранный пользователем (строка типа "pickup" и

pasted

2 апр.
Отлично, теперь всё понятно. Обновляю патч под реальный формат.

javascript
(function patchOzonPickup() {
  const POLL_INTERVAL = 200;
  const MAX_ATTEMPTS = 50;
  let attempts = 0;

  const interval = setInterval(() => {
    attempts++;
    if (attempts > MAX_ATTEMPTS) {
      clearInterval(interval);
      console.warn('[OzonPatch] tcart_newDelivery не появился за 10с');
      return;
    }
    if (!window.tcart_newDelivery) return;
    clearInterval(interval);
    applyPatch(window.tcart_newDelivery);
  }, POLL_INTERVAL);

  // Заглушка — список ПВЗ без реального запроса
  const FAKE_PICKUP_LIST = [
    {
      id: 'ozon-test-001',
      name: 'Ozon ПВЗ Пушкина',
      address: 'г. Ростов-на-Дону, ул. Пушкина, 1',
      coordinates: [47.222078, 39.720358],
      workTime: 'пн-вс: 09:00-21:00',
      phones: ['+7 800 000 00 00'],
      addressComment: 'Вход со двора',
      cash: 'n',
      postalCode: '344000',
    },
    {
      id: 'ozon-test-002',
      name: 'Ozon ПВЗ Ворошиловский',
      address: 'г. Ростов-на-Дону, пр. Ворошиловский, 50',
      coordinates: [47.218978, 39.715200],
      workTime: 'пн-пт: 10:00-20:00, сб-вс: 11:00-18:00',
      phones: ['+7 800 000 00 01'],
      addressComment: '',
      cash: 'y',
      postalCode: '344000',
    },
  ];

  function applyPatch(delivery) {
    const original = delivery.getPickupList.bind(delivery);

    delivery.getPickupList = function (params) {
      const deliveryId = (params?.deliveryId ?? '').toLowerCase();

      if (!deliveryId.includes('ozon')) {
        return original(params);
      }

      console.log('[OzonPatch] Перехват getPickupList для Ozon, params:', params);

      // Фильтруем заглушку по pattern, если он есть — имитируем поиск
      const pattern = (params?.pattern ?? '').toLowerCase();
      const result = pattern
        ? FAKE_PICKUP_LIST.filter(p =>
            p.name.toLowerCase().includes(pattern) ||
            p.address.toLowerCase().includes(pattern)
          )
        : FAKE_PICKUP_LIST;

      // Tilda использует колбэки, не Promise
      if (typeof params.onDone === 'function') {
        // setTimeout чтобы не быть синхронным — имитируем сеть
        setTimeout(() => params.onDone(result), 50);
      }
    };

    console.log('[OzonPatch] Патч применён ✓');
  }
})();
Главное изменение относительно первой версии — три вещи:

Колбэки вместо Promise — getPickupList не возвращает Promise, он принимает onDone/onFail в params и вызывает их сам. Первая версия была неправильной.

deliveryId вместо service — теперь знаем точное имя поля, по которому фильтруем Ozon.

Фильтрация по pattern — searchbox передаёт туда текст из поля поиска. Без этого при наборе текста список бы не менялся и выглядело бы сломанным.

Когда будешь подключать реальный эндпоинт — замени содержимое setTimeout на:

javascript
setTimeout(() => {
  fetch('/api/ozon-pickup', {
    method: 'POST',
    body: JSON.stringify(params),
  })
    .then(r => r.json())
    .then(data => params.onDone(data))
    .catch(() => params.onFail && params.onFail());
}, 0);
написало, что патч применен, но при этом результат все равно старый

2 апр.
Скорее всего проблема в одном из двух мест.

Первое — проверь реальный deliveryId

Вставь в консоль сразу после применения патча:

javascript
const orig = window.tcart_newDelivery.getPickupList.bind(window.tcart_newDelivery);
window.tcart_newDelivery.getPickupList = function(params) {
  console.log('[DEBUG] getPickupList params:', JSON.stringify(params));
  return orig(params);
};
Выбери доставку Ozon в UI и посмотри что придёт в консоль — конкретно значение deliveryId. Скорее всего там не "ozon" а что-то вроде "pickup_123456" или вообще числовой ID.

Второе — возможно getPickupList вызывается не напрямую

По карте кода tcart_newDelivery — это IIFE, то есть методы внутри могут вызывать друг друга через локальную переменную, а не через this. В таком случае патч на window.tcart_newDelivery.getPickupList просто не перехватывается изнутри.

Это можно проверить — после того как увидишь реальный deliveryId, скажи мне, и я скажу точнее что происходит.

хуйни для всех доставок пока, похуй

2 апр.
javascript
(function patchOzonPickup() {
  const POLL_INTERVAL = 200;
  const MAX_ATTEMPTS = 50;
  let attempts = 0;

  const interval = setInterval(() => {
    attempts++;
    if (attempts > MAX_ATTEMPTS) {
      clearInterval(interval);
      console.warn('[OzonPatch] tcart_newDelivery не появился за 10с');
      return;
    }
    if (!window.tcart_newDelivery) return;
    clearInterval(interval);
    applyPatch(window.tcart_newDelivery);
  }, POLL_INTERVAL);

  const FAKE_PICKUP_LIST = [
    {
      id: 'ozon-test-001',
      name: 'Ozon ПВЗ Пушкина',
      address: 'г. Ростов-на-Дону, ул. Пушкина, 1',
      coordinates: [47.222078, 39.720358],
      workTime: 'пн-вс: 09:00-21:00',
      phones: ['+7 800 000 00 00'],
      addressComment: 'Вход со двора',
      cash: 'n',
      postalCode: '344000',
    },
    {
      id: 'ozon-test-002',
      name: 'Ozon ПВЗ Ворошиловский',
      address: 'г. Ростов-на-Дону, пр. Ворошиловский, 50',
      coordinates: [47.218978, 39.715200],
      workTime: 'пн-пт: 10:00-20:00, сб-вс: 11:00-18:00',
      phones: ['+7 800 000 00 01'],
      addressComment: '',
      cash: 'y',
      postalCode: '344000',
    },
  ];

  function applyPatch(delivery) {
    delivery.getPickupList = function (params) {
      console.log('[OzonPatch] getPickupList перехвачен, params:', params);

      const pattern = (params?.pattern ?? '').toLowerCase();
      const result = pattern
        ? FAKE_PICKUP_LIST.filter(p =>
            p.name.toLowerCase().includes(pattern) ||
            p.address.toLowerCase().includes(pattern)
          )
        : FAKE_PICKUP_LIST;

      if (typeof params.onDone === 'function') {
        setTimeout(() => params.onDone(result), 50);
      }
    };

    console.log('[OzonPatch] Патч применён ✓');
  }
})();
Убрал проверку на deliveryId — теперь перехватывает вообще все вызовы. Если в консоли появится getPickupList перехвачен — значит метод всё-таки вызывается снаружи и мы на верном пути. Если тишина — значит внутри IIFE идёт вызов локальной копии и надо копать глубже.

работает, прекрасно

2 апр.
Отлично! Значит метод вызывается снаружи через window.tcart_newDelivery — IIFE не замкнул его внутри.

Теперь когда будешь подключать реальный эндпоинт — просто замени заглушку:

javascript
delivery.getPickupList = function (params) {
  fetch('/api/your-endpoint', {
    method: 'POST',
    headers: { 'Content-Type': 'application/json' },
    body: JSON.stringify({
      postalCode: params.postalCode,
      deliveryId: params.deliveryId,
      pattern: params.pattern ?? '',
    }),
  })
    .then(r => r.json())
    .then(data => params.onDone(data))
    .catch(() => params.onFail && params.onFail());
};
Формат ответа твоего API должен быть массивом объектов с теми же полями что в заглушке — Tilda примет без изменений.


Ozon Логистика Методы в разделе Ozon Логистика работают только через OAuth-токен в частном или публичном приложении. Причины отмены Причины отмены отправлений post /v1/cancel-reason/list Описание и примерыКонсоль Возвращает возможные причины отмены отправлений и заказов. Ответы 200Причины отмены

pasted

вот теперь мне нужно присрать озон логистику к этому. Пока в голове такой вариант - получать список всех пвз по координатам раз в сутки, потом пройтись по списку и получить более детальную информацию, закешировать, и переопределить метод доставки внутри тильды. Потом сделать апи ендпоинт, который будет подключен к форме тильды в админке, который будет принимать товары и прочее, и создавать заявку. Ну и check в корзине должен быть (поле формы есть). Напиши план реализации этой системы. Готова авторизация уже целиком, остались только вот эти методы доставки до пвз и до адреса с получением стоимости в самой тильде и просто апдейтом ее при обновлении корзины, ну и с запретом отправления, если check не проходит

2 апр.
План реализации
Общая архитектура
Tilda (frontend)          Твой бэкенд (Nuxt)           Ozon API
─────────────────         ──────────────────           ─────────
патч getPickupList   →    GET /api/ozon/pvz        →   /v1/delivery/point/list
                     ←    (кэш 24ч, Redis/DB)      ←   /v1/delivery/point/info

патч getDeliveryPrice →   POST /api/ozon/price     →   /v2/delivery/checkout
                     ←    цена + сроки             ←

submit формы         →    POST /api/ozon/order     →   /v2/order/create
  (если check ok)    ←    order_number             ←

check поле           →    POST /api/ozon/check     →   /v1/delivery/check
                     ←    is_possible              ←
Часть 1 — Бэкенд (Nuxt server routes)
1.1 Кэш ПВЗ — фоновая задача, раз в сутки

server/
  tasks/
    ozon-pvz-sync.ts       ← nitro scheduled task
  utils/
    ozon-client.ts         ← обёртка над Ozon API с OAuth
    pvz-cache.ts           ← чтение/запись кэша (Redis или DB)
Логика синхронизации:

POST /v1/delivery/point/list → получаем все {map_point_id, coordinate}
Батчами по 100 шт → POST /v1/delivery/point/info → детали каждой точки
Маппим в формат Tilda (см. ниже) → сохраняем в кэш с TTL 24ч
Маппинг Ozon → Tilda:

ts
// Ozon point.delivery_method → Tilda ПВЗ
{
  id: String(map_point_id),
  name: name,
  address: address,
  coordinates: [coordinates.lat, coordinates.long],
  workTime: working_hours → форматируем в строку,
  phones: [],            // Ozon не отдаёт телефоны в point/info
  addressComment: description,
  cash: 'n',             // Ozon не принимает наличные
  postalCode: '',        // нет в ответе, берём из города
}
1.2 Эндпоинты

GET /api/ozon/pvz?postalCode=344000&pattern=

Отдаёт из кэша, фильтрует по pattern если есть
Если кэш пустой — триггерит синхронизацию и отдаёт пустой массив
POST /api/ozon/price

ts
// body: { mapPointId, items, buyerPhone }
// → /v2/delivery/checkout
// ← { price, days } в формате который покажешь в Tilda
POST /api/ozon/check

ts
// body: { phone }
// → /v1/delivery/check
// ← { is_possible }
POST /api/ozon/order

ts
// body: всё что Tilda отправит в форму
// валидация → /v1/delivery/check → если false, 400
// → /v2/order/create
// ← { order_number }
Часть 2 — Патч Tilda
Один скрипт, три переопределения:

2.1 getPickupList — уже работает, меняем заглушку на реальный запрос:

js
fetch('/api/ozon/pvz?postalCode=' + params.postalCode + '&pattern=' + (params.pattern ?? ''))
  .then(r => r.json())
  .then(data => params.onDone(data))
2.2 getDeliveryPrice — по аналогии с getPickupList, смотреть сигнатуру в tdelivery.js. Предположительно принимает {mapPointId, onDone, onFail}, дёргает /api/ozon/price

2.3 Блокировка submit — вешаем на поле телефона blur-событие:

js
phoneInput.addEventListener('blur', async () => {
  const res = await fetch('/api/ozon/check', {
    method: 'POST',
    body: JSON.stringify({ phone: phoneInput.value })
  })
  const { is_possible } = await res.json()
  if (!is_possible) {
    tcart__blockSubmitButton()  // уже есть в tcart.js
    showError('Доставка Ozon недоступна для этого номера')
  }
})
```

---

### Часть 3 — Защита на бэкенде

Даже если кто-то обойдёт фронт — `/api/ozon/order` всегда сам вызывает `/v1/delivery/check` перед созданием заказа и возвращает 400 если `is_possible: false`.

---

### Порядок реализации
```
1. ozon-client.ts — OAuth + базовые запросы
2. /v1/delivery/point/list + /info + маппинг
3. GET /api/ozon/pvz + кэш
4. Патч getPickupList → реальный запрос, проверяешь карту
5. POST /api/ozon/price + патч getDeliveryPrice
6. POST /api/ozon/check + блокировка submit на фронте
7. POST /api/ozon/order + защита на бэке
8. Nitro scheduled task для ежесуточной синхронизации
Что нужно прояснить до старта
Два момента которые влияют на архитектуру:

getDeliveryPrice — нужна та же разведка что делали для getPickupList: реальная сигнатура и формат ответа который Tilda ждёт. Без этого патч писать вслепую.

Авторизация Ozon — ты сказал что готова, но уточни: OAuth-токен уже есть в env и обновляется автоматически, или нужно прикрутить refresh логику?


# OZON LOGISTICS BACKEND - ПОЛНЫЙ КОД ПРОЕКТА ## 📋 СОДЕРЖАНИЕ 1. [package.json](#packagejson) 2. [tsconfig.json](#tsconfigjson) 3. [.env](#env) 4. [Конфигурация (config/env.ts)](#конфигурация-configenvts) 5. [Точка входа (src/index.ts)](#точка-входа-srcindexts) 6. [Модули](модули) - [Auth моду

pasted

вот что есть

2 апр.
Окей, вижу картину целиком. Бэкенд уже хорошо структурирован, осталось добить три вещи.

Что уже есть и что нужно добавить
Есть:

OAuth + автообновление токена ✅
checkDeliveryAvailability → /v1/delivery/check ✅
getPickupPointsList + getPickupPointsInfo ✅
Кэш ПВЗ с файлами + ежедневное обновление ✅
/v1/delivery/check endpoint ✅
Нужно добавить:

1. GET  /delivery/pvz          — отдать кэш в формате Tilda
2. POST /delivery/price        — /v2/delivery/checkout → цена + сроки  
3. POST /delivery/order        — /v2/order/create (с check внутри)
4. Маппинг PickupPointInfoItem → формат Tilda
5. Патч Tilda (getPickupList + getDeliveryPrice + блокировка submit)
Шаг 1 — маппинг в types.ts
Добавь тип который Tilda ожидает:

typescript
// ozon-logistics/types.ts — добавить в конец

export interface TildaPickupPoint {
  id: string;
  name: string;
  address: string;
  coordinates: [number, number]; // [lat, lng]
  workTime: string;
  phones: string[];
  addressComment: string;
  cash: 'y' | 'n';
  postalCode: string;
}
Шаг 2 — маппер + endpoint ПВЗ
Новый файл src/services/ozon-logistics/mapper.ts:

typescript
import type { PickupPointInfoItem, TildaPickupPoint } from './types';

export function mapToTildaPickupPoint(
  point: PickupPointInfoItem,
): TildaPickupPoint | null {
  if (!point.enabled) return null;

  const dm = point.delivery_method;
  const { lat, long } = dm.coordinates;

  // Формируем строку режима работы из массива working_hours
  const workTime = dm.working_hours
    .slice(0, 1) // берём первый день как образец
    .flatMap(wh =>
      wh.periods.map(
        p =>
          `${String(p.min.hours).padStart(2, '0')}:${String(p.min.minutes).padStart(2, '0')}` +
          `–` +
          `${String(p.max.hours).padStart(2, '0')}:${String(p.max.minutes).padStart(2, '0')}`,
      ),
    )
    .join(', ') || '';

  return {
    id: String(dm.map_point_id),
    name: dm.name,
    address: dm.address,
    coordinates: [lat, long],
    workTime,
    phones: [],        // Ozon не отдаёт телефоны в этом методе
    addressComment: dm.description ?? '',
    cash: 'n',         // Ozon не принимает наличные
    postalCode: '',    // нет в ответе
  };
}
Новый файл src/services/ozon-logistics/checkout.ts:

typescript
import { getAccessToken } from '../../utils/getAccessToken';
import { ozonConfig } from '../../config/env';
import { OzonApiClient } from '../../utils/typedApiClient';

export interface DeliveryPriceRequest {
  mapPointId: number;
  items: { sku: number; quantity: number; offer_id: string }[];
  buyerPhone?: string;
}

export interface DeliveryPriceResult {
  price: number;
  currency: string;
  daysMin: number;
  daysMax: number;
}

export async function getDeliveryPrice(
  req: DeliveryPriceRequest,
): Promise<DeliveryPriceResult> {
  const token = getAccessToken();
  if (!token) throw new Error('Требуется авторизация');

  const client = new OzonApiClient(ozonConfig.apiUrl, token, ozonConfig.timeoutMs);

  // /v2/delivery/checkout — проверяем доступность и получаем цену
  const response = await fetch(`${ozonConfig.apiUrl}/v2/delivery/checkout`, {
    method: 'POST',
    headers: {
      'Content-Type': 'application/json',
      Authorization: `Bearer ${token}`,
    },
    body: JSON.stringify({
      delivery_type: {
        pick_up: { map_point_id: req.mapPointId },
      },
      items: req.items,
    }),
  });

  if (!response.ok) {
    const err = await response.json().catch(() => ({}));
    throw new Error(`Ozon checkout error: ${JSON.stringify(err)}`);
  }

  const data = await response.json();

  // Берём первый доступный сплит
  const split = data.splits?.find(
    (s: any) => s.unavailable_reason === 'UNSPECIFIED',
  );

  if (!split) throw new Error('Доставка недоступна для этой точки');

  const timeslot = split.delivery_method?.timeslots?.[0];

  return {
    price: 0,      // /v2/checkout не возвращает цену — нужен /v2/order/create
    currency: 'RUB',
    daysMin: timeslot
      ? daysBetween(new Date(), new Date(timeslot.client_date_range.from))
      : 0,
    daysMax: timeslot
      ? daysBetween(new Date(), new Date(timeslot.client_date_range.to))
      : 0,
  };
}

function daysBetween(a: Date, b: Date): number {
  return Math.ceil((b.getTime() - a.getTime()) / (1000 * 60 * 60 * 24));
}
Шаг 3 — новые endpoints в delivery.ts
typescript
// src/modules/delivery/delivery.ts — заменить целиком

import Elysia, { t } from 'elysia';
import { checkDeliveryAvailability } from '../../services/ozon-logistics/delivery';
import { loadPointsInfo } from '../../services/pickup-points-cache';
import { mapToTildaPickupPoint } from '../../services/ozon-logistics/mapper';
import { getDeliveryPrice } from '../../services/ozon-logistics/checkout';

export const delivery = new Elysia({ prefix: '/delivery' })

  // Уже есть, переносим сюда
  .post('/check', async ({ body }) => {
    try {
      return await checkDeliveryAvailability(body.client_phone);
    } catch (error) {
      throw error;
    }
  }, {
    body: t.Object({ client_phone: t.String() }),
  })

  // Новый: список ПВЗ для Tilda
  .get('/pvz', ({ query }) => {
    const cache = loadPointsInfo();

    if (!cache) {
      return [];
    }

    const pattern = (query.pattern ?? '').toLowerCase();

    const points = cache.points
      .map(mapToTildaPickupPoint)
      .filter((p): p is NonNullable<typeof p> => p !== null);

    if (!pattern) return points;

    return points.filter(
      p =>
        p.name.toLowerCase().includes(pattern) ||
        p.address.toLowerCase().includes(pattern),
    );
  }, {
    query: t.Object({
      pattern: t.Optional(t.String()),
    }),
  })

  // Новый: цена доставки
  .post('/price', async ({ body }) => {
    try {
      return await getDeliveryPrice(body);
    } catch (error) {
      return {
        error: error instanceof Error ? error.message : 'Ошибка расчёта',
      };
    }
  }, {
    body: t.Object({
      mapPointId: t.Number(),
      items: t.Array(t.Object({
        sku: t.Number(),
        quantity: t.Number(),
        offer_id: t.String(),
      })),
    }),
  })

  // Новый: создание заказа
  .post('/order', async ({ body, set }) => {
    // Защита на бэке — check всегда, даже если фронт обошли
    const check = await checkDeliveryAvailability(body.buyer.phone);
    if (!check.is_possible) {
      set.status = 400;
      return { error: 'Доставка Ozon недоступна для этого номера телефона' };
    }

    const token = /* getAccessToken() */ null; // подставь
    // TODO: вызов /v2/order/create — добавишь когда будет структура заказа из формы Tilda
    return { ok: true };
  }, {
    body: t.Object({
      buyer: t.Object({ phone: t.String() }),
      mapPointId: t.Number(),
      splits: t.Any(),
    }),
  });
Шаг 4 — патч Tilda (финальная версия)
javascript
(function () {
  const BACKEND = 'https://your-backend.com'; // поменяй

  function waitFor(getter, cb, ms = 200, max = 50) {
    let n = 0;
    const t = setInterval(() => {
      const val = getter();
      if (val) { clearInterval(t); cb(val); }
      if (++n >= max) clearInterval(t);
    }, ms);
  }

  waitFor(() => window.tcart_newDelivery, (delivery) => {

    // 1. Список ПВЗ
    delivery.getPickupList = function (params) {
      const url = `${BACKEND}/delivery/pvz?pattern=${encodeURIComponent(params.pattern ?? '')}`;
      fetch(url)
        .then(r => r.json())
        .then(data => params.onDone(data))
        .catch(() => params.onFail && params.onFail());
    };

    // 2. Цена доставки — нужна сигнатура, пока логируем
    const origPrice = delivery.getDeliveryPrice?.bind(delivery);
    if (origPrice) {
      delivery.getDeliveryPrice = function (params) {
        console.log('[OzonPatch] getDeliveryPrice params:', params);
        return origPrice(params);
      };
    }

    console.log('[OzonPatch] Патч применён ✓');
  });

  // 3. Блокировка submit если check не прошёл
  waitFor(
    () => document.querySelector('input[name="phone"]'),
    (phoneInput) => {
      phoneInput.addEventListener('blur', async () => {
        const phone = phoneInput.value.replace(/\D/g, '');
        if (phone.length < 11) return;

        const res = await fetch(`${BACKEND}/delivery/check`, {
          method: 'POST',
          headers: { 'Content-Type': 'application/json' },
          body: JSON.stringify({ client_phone: phone }),
        }).then(r => r.json()).catch(() => ({ is_possible: true }));

        if (!res.is_possible) {
          window.tcart__blockSubmitButton?.();
          // показываем ошибку в UI Tilda
          const err = document.querySelector('.js-form-error');
          if (err) err.textContent = 'Доставка Ozon недоступна для этого номера';
        }
      });
    }
  );
})();
Что осталось на потом
Одна вещь которую нельзя сделать сейчас — /delivery/order. Нужно понять какие именно поля Tilda отправляет в теле формы при сабмите, чтобы правильно смапить в структуру /v2/order/create. Это отдельная разведка — поставь console.log на сабмит формы Tilda и посмотри что приходит.

бляя, нужно присовокупить сюда пагинацию каким-то образом, а тильда ее технически не поддерживает, бля

00:35
Да, это боль. Tilda просто вызывает getPickupList и ждёт массив — никакой пагинации, никаких колбэков "загрузи ещё".

Но проблема решаема. Смотри какие есть варианты:

Вариант 1 — просто не грузить все (рекомендую)
Ozon ПВЗ по всей России — это тысячи точек, но пользователь находится в одном городе. Фильтруй на бэке по городу из postalCode который Tilda передаёт в params:

typescript
// GET /delivery/pvz?postalCode=344000&pattern=
.get('/pvz', ({ query }) => {
  const cache = loadPointsInfo();
  if (!cache) return [];

  const pattern = (query.pattern ?? '').toLowerCase();
  const postalCode = query.postalCode ?? '';

  return cache.points
    .map(mapToTildaPickupPoint)
    .filter((p): p is NonNullable<typeof p> => p !== null)
    .filter(p => !postalCode || p.postalCode === postalCode)
    .filter(p =>
      !pattern ||
      p.name.toLowerCase().includes(pattern) ||
      p.address.toLowerCase().includes(pattern)
    )
    .slice(0, 200); // потолок на всякий случай
})
Проблема — в PickupPointInfoItem нет почтового индекса напрямую. Но есть address_details.city — можно фильтровать по городу.

Вариант 2 — виртуальная пагинация через pattern
Tilda вызывает getPickupList каждый раз когда пользователь что-то печатает в поиске. То есть pattern — это уже де-факто пагинация через поиск. Просто верни топ-50 по релевантности:

typescript
.slice(0, 50)
Пользователь не будет скроллить 5000 точек — он будет искать свою улицу.

Вариант 3 — lazy load через кастомный UI (сложно)
